AccountId,Amount
1EALGyB3JWPvC72S5dJf81SpgC4bLj25RMU1C5oHxM9ZCPA,5.00
1ETU1nyyvYN7ZgbSgrGHvE3YBD4bK2ZAeHFTsEni4sbXAD9,8.96
1Ej4NeprHEwp34mq952QigqPYa5GiPr9VAKmBrp7JGMAEx8,90.00
1FMQp93VvzsAZSyBgBZkB1s32eKBXxXxbGp5ZTfWgneQCpe,299.00
1FPjWLhbb6GQTjPbaA7wqHn3VhMshRdM9hNXf2KyUextigR,20.00
1HtYzUDK7GcaaGVbAtti7f9PmWCC7Jfos5UyLLaZR8RX8Ki,90.61
1KrPCSXUi8PQL6HnDeqxs9adUN5RCKzSGRRwiXuZAFWzLNv,30.00
1PBcDJWbWa8SmCVZTfc8Dcg3roVvp9tR7ZHFSHcnLH5ceLw,5.00
1QrpMx2pk3QJRUeeabt4T8dFyaPjePkzHK4ooLugeHg55v2,10.53
1Rp6kfkARAanD1SjMMitZALyZJbCttBpon5vThVLvtzWFm1,24.90
1TV318wajs97zUNRZVg1L4qx69Z2QAbnci5VsDiQMmXCxCG,30.00
1Ta9fYqS3FBt8Js23CPP1MMgcNqjGaS9Fva2zdMq5Yg2Fo6,105.00
1TghX2TwScM1VARdwqvSEhyWWoXPW5e2R4u7fiPczdiVCZL,17.85
1UK5eB3z18bKXPtNNHXK9t6aZhNpnZcV6XA1Vnz5kkRHvx3,10.00
1VM9i8vmK95VdC4Hma49ye81h6mTWEp4kZQd127MUGDqNV4,198.97
1Vx3PWHPtHeqKVAyKE2NSAAv3YNUKJ4WxNZHVehfdnx9QMg,41.67
1WGt6QhrrynYfy1iWox9jRHxv3xibQKuLAoJ85jZc5CSAki,50.00
1Z7evtgFmyaCnJ85o1eKrJpEg4KixVx96yR6PdbUPBjrqxe,60.00
1ZBxptd5AxFxRts68TB63TZAVq6enxzbEjPpd6cUdBgWBz5,200.46
1bnV6uRyCf5ftEmth5SMZBuvqW5vV8GuZJDbC73q2qMxGFX,20.00
1bnpeZHk5wgjfqM2CGs6yoMRQhRr7hXq3dWiCN5hXVQsGhu,12.70
1bq1qMjbno6PnJEHo9hvLWi9kX31atfpgjpZ2zVHNzYtQ33,6.00
1c1E4XUGJeNRGaLXQ9FcC8f39u4NU4TyWGpS5FGprawcUUP,10.00
1diMY5R9DDoE5BttQK4woWa2HC5jAGX46puymMKyRKuen1r,46.61
1duiib7m5GfnJbhaG33pnurRHou8tgrn8WqmS3gsVhejXhz,31.00
